budget,model,strategy,objective,solver,config,avg_decision_coverage,avg_density_phi,decision_D1_coverage,decision_D2_coverage,decision_D3_coverage,decision_D4_coverage,decision_D5_coverage,global_gr_coverage,redundancy_score,semantic_volume
500,Qwen/Qwen3-Embedding-0.6B,prior,graphcut,topk,prior/graphcut/topk,0.7486649594048285,0.025407874319737532,0.7472041918078959,0.746910594849807,0.7530500777342719,0.7495801939974578,0.7950945746963063,0.7287590635344542,0.7484799842789488,-7.727014426282555
500,Qwen/Qwen3-Embedding-0.6B,prior,fl,topk,prior/fl/topk,0.7486649594048285,0.025407874319737532,0.7472041918078959,0.746910594849807,0.7530500777342719,0.7495801939974578,0.7950945746963063,0.7287590635344542,0.7484799842789488,-7.727014426282555
500,all-mpnet-base-v2,prior,mmr,greedy,prior/mmr/greedy,0.4491410100493831,0.0770265548226406,0.4412386379374224,0.45398854037662495,0.44771751261631965,0.41792481493081457,0.16666176389946122,0.4397208591679066,0.006147947407987645,-0.02399371292437669
500,all-mpnet-base-v2,prior,graphcut,greedy,prior/graphcut/greedy,0.4408295899228696,0.07628868996464419,0.4315917447745593,0.44651296415479125,0.43825875222874033,0.42822166010847673,0.16666176389946122,0.4255534069875599,0.0011182408818984975,-0.027059252670183914
500,all-mpnet-base-v2,prior,fl,greedy,prior/fl/greedy,0.7252399520145345,0.05071746877763631,0.7285051145294683,0.7232989846958615,0.7172972593434221,0.6772776033315389,0.5389512074748843,0.7374582675958123,0.3493439405980819,-0.5445308815819686
500,all-mpnet-base-v2,prior,mmr,cost_norm,prior/mmr/cost_norm,0.49106954257925933,0.07100037849104067,0.48473326776860126,0.49443187916084763,0.49877253177999115,0.47120926578750016,0.37726533404342133,0.48542709638467835,0.03784928941937358,-0.045808237125352466
500,all-mpnet-base-v2,prior,graphcut,cost_norm,prior/graphcut/cost_norm,0.5019126154346425,0.06868381190271873,0.49548502970767244,0.5091885313115292,0.500583774901848,0.4802191371904059,0.37726533404342133,0.4933198439249997,0.02883102582138304,-0.05165491386575906
500,all-mpnet-base-v2,prior,fl,cost_norm,prior/fl/cost_norm,0.756958521714759,0.051883237559418635,0.7686014774420273,0.748137706970063,0.7454600317135205,0.7349139239251976,0.5462371377877413,0.7627878932566432,0.2858258715988892,-1.3431794865513749
500,all-mpnet-base-v2,prior,dpp,dpp,prior/dpp/dpp,0.31881699802417096,0.09680510291232253,0.310630984495553,0.3238832140021435,0.31895628576883794,0.3425679363165489,0.2983326641404636,0.29708301091731254,0.1756528124986392,-0.22249596862808038
500,all-mpnet-base-v2,prior,mmr,topk,prior/mmr/topk,0.26068389073309467,0.10826157855818856,0.2521316566124693,0.2654180511667302,0.2578978475279375,0.2872582529857897,0.2983326641404636,0.24534545036063107,0.5331793964735039,-8.487810569162011
500,all-mpnet-base-v2,prior,graphcut,topk,prior/graphcut/topk,0.2606838909531347,0.10826157855818856,0.25213165692302886,0.2654180513035719,0.2578978478670081,0.2872582529857897,0.2983326641404636,0.24534545074438488,0.5331793964735039,-8.486308424150542
500,all-mpnet-base-v2,prior,fl,topk,prior/fl/topk,0.26068389073309467,0.10826157855818856,0.2521316566124693,0.2654180511667302,0.2578978475279375,0.2872582529857897,0.2983326641404636,0.24534545036063107,0.5331793964735039,-8.487810569162011
750,BAAI/bge-m3,prior,mmr,greedy,prior/mmr/greedy,0.735212384544721,0.024216025197913625,0.7345637297735228,0.7339588188906145,0.7268834951820656,0.7244965382745139,0.6910583886339143,0.7205540950097391,0.3405906042119242,-0.7151191512931068
750,BAAI/bge-m3,prior,graphcut,greedy,prior/graphcut/greedy,0.7269593858336267,0.024173678742405377,0.7241955611094519,0.7276118430394403,0.7195737560101235,0.710205685515426,0.6890273449902115,0.7153063792941384,0.3308629927067262,-0.677099134773016
750,BAAI/bge-m3,prior,fl,greedy,prior/fl/greedy,0.8532818476105842,0.019843164036261303,0.8558821385538746,0.8519512417373066,0.8413517770476502,0.8357428768796493,0.8046166471054438,0.8378190763988829,0.5154048226914316,-1.63884566274454
750,BAAI/bge-m3,prior,mmr,cost_norm,prior/mmr/cost_norm,0.7284064789681707,0.024363560760218016,0.7234248523789499,0.7282665507360485,0.7290988623043031,0.724928055363201,0.6439470917980002,0.7043306132542729,0.36320585181128306,-0.40569007811400126
750,BAAI/bge-m3,prior,graphcut,cost_norm,prior/graphcut/cost_norm,0.72732345585987,0.02419862000025668,0.7243839359319014,0.7258367530657526,0.7249172064795506,0.7209964351628471,0.6439470917980002,0.704539607167329,0.3596933550851525,-0.3972977913634957
750,BAAI/bge-m3,prior,fl,cost_norm,prior/fl/cost_norm,0.8677045557279985,0.01939392892011213,0.8683468420532129,0.8671375915003567,0.8576037592967742,0.8458883305363194,0.7712379072338639,0.856722179408146,0.486832210477793,-4.1107105241631565
750,BAAI/bge-m3,prior,dpp,dpp,prior/dpp/dpp,0.6906424900866691,0.03302072786357043,0.6826730243163538,0.6994033199409911,0.6759376267693353,0.6646876294101358,0.6859475158040955,0.6572099062680029,0.44740639739441423,-1.3651842594427883
750,BAAI/bge-m3,prior,mmr,topk,prior/mmr/topk,0.6668347172870809,0.03591730871747406,0.6628360290030688,0.6691779118185095,0.6597701627745035,0.6584276255372183,0.6847651649387114,0.6360212738922505,0.6505827182587588,-12.83368835893442
750,BAAI/bge-m3,prior,graphcut,topk,prior/graphcut/topk,0.6668347172870809,0.035917308735046186,0.6628360290030688,0.6691779118185095,0.6597701627745035,0.6584276255372183,0.6847651649387114,0.6360212738922505,0.6505827182587588,-12.83368835893442
750,BAAI/bge-m3,prior,fl,topk,prior/fl/topk,0.6668347172870809,0.03591730871747406,0.6628360290030688,0.6691779118185095,0.6597701627745035,0.6584276255372183,0.6847651649387114,0.6360212738922505,0.6505827182587588,-12.83368835893442
750,NovaSearch/stella_en_1.5B_v5,prior,mmr,greedy,prior/mmr/greedy,0.6496248345705297,0.05794884034274322,0.6578613033010187,0.6441715303183425,0.6412956983248119,0.6194136015794035,0.5700757778719967,0.6258942390477181,0.15559318468396394,-0.23496534899980892
750,NovaSearch/stella_en_1.5B_v5,prior,graphcut,greedy,prior/graphcut/greedy,0.6387440939337747,0.05697584300706128,0.6487698689567066,0.6339527517147263,0.6279821221382299,0.6046469678610051,0.570075823668639,0.6155602928940791,0.14065725814972846,-0.2189496778589256
750,NovaSearch/stella_en_1.5B_v5,prior,fl,greedy,prior/fl/greedy,0.8276510297720943,0.04096439837495673,0.8298377931979554,0.8268943086282561,0.818061188736975,0.8090902221865773,0.7418919563785151,0.8178729615729348,0.3835924459305012,-1.3180766851764243
750,NovaSearch/stella_en_1.5B_v5,prior,mmr,cost_norm,prior/mmr/cost_norm,0.6381003183477871,0.05685427572297038,0.6368281707568685,0.6394445589328859,0.6370362030759729,0.661600544161253,0.5847049198691572,0.6183854217976883,0.15866438299417496,-0.16092980233952403
750,NovaSearch/stella_en_1.5B_v5,prior,graphcut,cost_norm,prior/graphcut/cost_norm,0.6441916684919424,0.05542243813287537,0.6453092370941063,0.647460627422016,0.6337910888424008,0.6399070376641949,0.5818496824140252,0.6303841458385981,0.15404109161276863,-0.17432042633025152
750,NovaSearch/stella_en_1.5B_v5,prior,fl,cost_norm,prior/fl/cost_norm,0.8478072955858756,0.039293317049566026,0.8496519563736505,0.8464052933197068,0.845257735275939,0.830376631027036,0.744078425467476,0.8342107830790368,0.3669013253782155,-3.409343775150911
750,NovaSearch/stella_en_1.5B_v5,prior,dpp,dpp,prior/dpp/dpp,0.518481801859063,0.07932639132552552,0.5235905538428158,0.5145246547297823,0.5115279210128764,0.4684696200772806,0.485097497845497,0.48030796026789563,0.2787308608937376,-0.7455252427607775
