model,prior_method,paper_id,retain_pct,retain_pct_display,num_units,gr_coverage,avg_dec_coverage,oracle_retention,selected_count
all-MiniLM-L6-v2,coreset,1092_slides.pdf,0.1,10%,13,0.20980917954341038,0.3241743655374431,0.5,5
all-MiniLM-L6-v2,coreset,1092_slides.pdf,0.2,20%,27,0.21915721438725563,0.3246701329335275,0.5,5
all-MiniLM-L6-v2,coreset,1092_slides.pdf,0.5,50%,67,0.5171413755293024,0.49893268820038655,1.0,6
all-MiniLM-L6-v2,coreset,1083_slides.pdf,1.0,100%,131,0.41074016419037174,0.3692767777533077,1.0,5
all-MiniLM-L6-v2,coreset,1083_slides.pdf,0.03,3%,3,0.472852975113465,0.5380349476411177,0.2,3
all-MiniLM-L6-v2,coreset,1083_slides.pdf,0.05,5%,6,0.5924004771205573,0.6542439615733284,0.2,6
all-MiniLM-L6-v2,coreset,1083_slides.pdf,0.1,10%,13,0.5726197365369745,0.6503862116576152,0.4,5
all-MiniLM-L6-v2,coreset,1083_slides.pdf,0.2,20%,26,0.5356955376646115,0.5625998172867244,0.4,5
all-MiniLM-L6-v2,coreset,1083_slides.pdf,0.5,50%,65,0.41074016419037174,0.3692767777533077,1.0,5
all-MiniLM-L6-v2,coreset,1097_slides.pdf,1.0,100%,156,0.4773053242353863,0.4669382438095612,1.0,7
all-MiniLM-L6-v2,coreset,1097_slides.pdf,0.03,3%,4,0.4780655191785279,0.4281833879346425,0.14285714285714285,3
all-MiniLM-L6-v2,coreset,1097_slides.pdf,0.05,5%,7,0.6105514270049613,0.6226794321486243,0.14285714285714285,4
all-MiniLM-L6-v2,coreset,1097_slides.pdf,0.1,10%,15,0.6105514270049613,0.6226794321486243,0.14285714285714285,4
all-MiniLM-L6-v2,coreset,1097_slides.pdf,0.2,20%,31,0.531886251645072,0.5183471927359685,0.2857142857142857,6
all-MiniLM-L6-v2,coreset,1097_slides.pdf,0.5,50%,78,0.49979758156123383,0.5130648678778762,0.5714285714285714,6
all-MiniLM-L6-v2,coreset,1118_slides.pdf,1.0,100%,95,0.479051738999675,0.5079034857111439,1.0,5
all-MiniLM-L6-v2,coreset,1118_slides.pdf,0.03,3%,2,0.4147189222496028,0.37660807990140377,0.4,2
all-MiniLM-L6-v2,coreset,1118_slides.pdf,0.05,5%,4,0.4788829375106802,0.4954211336222276,0.6,4
all-MiniLM-L6-v2,coreset,1118_slides.pdf,0.1,10%,9,0.6211611756423955,0.5803766179197689,0.6,6
all-MiniLM-L6-v2,coreset,1118_slides.pdf,0.2,20%,19,0.5372929826258201,0.5379082196474442,0.6,5
all-MiniLM-L6-v2,coreset,1118_slides.pdf,0.5,50%,47,0.5374962936324037,0.5510895957449443,0.8,6
all-MiniLM-L6-v2,coreset,1119_slides.pdf,1.0,100%,84,0.5592160852846036,0.5155030929241357,1.0,5
all-MiniLM-L6-v2,coreset,1119_slides.pdf,0.03,3%,2,0.10927913521929242,0.11003996967231451,0.2,2
all-MiniLM-L6-v2,coreset,1119_slides.pdf,0.05,5%,4,0.10927914374600652,0.1100399812912398,0.2,4
all-MiniLM-L6-v2,coreset,1119_slides.pdf,0.1,10%,8,0.10927914374600652,0.1100399812912398,0.2,5
all-MiniLM-L6-v2,coreset,1119_slides.pdf,0.2,20%,16,0.6300654394610462,0.5909124494914905,0.6,5
all-MiniLM-L6-v2,coreset,1119_slides.pdf,0.5,50%,42,0.6485729793614637,0.6770989460397273,0.8,5
all-MiniLM-L6-v2,coreset,1152_slides.pdf,1.0,100%,233,0.6611607793142719,0.5829223378023405,1.0,5
all-MiniLM-L6-v2,coreset,1152_slides.pdf,0.03,3%,6,0.30449798071818357,0.3966436190315982,0.2,4
all-MiniLM-L6-v2,coreset,1152_slides.pdf,0.05,5%,11,0.4826731730909292,0.5910867862926485,0.4,5
all-MiniLM-L6-v2,coreset,1152_slides.pdf,0.1,10%,23,0.5630418007437289,0.6000161412559941,0.6,5
all-MiniLM-L6-v2,coreset,1152_slides.pdf,0.2,20%,46,0.42979218657267126,0.45832440651417294,0.8,4
all-MiniLM-L6-v2,coreset,1152_slides.pdf,0.5,50%,116,0.42979218657267126,0.45832440651417294,0.8,4
all-MiniLM-L6-v2,coreset,1150_slides.pdf,1.0,100%,140,0.4611478377008692,0.5353555719539038,1.0,6
all-MiniLM-L6-v2,coreset,1150_slides.pdf,0.03,3%,4,-0.05790958836156553,-0.0047691173360956225,0.16666666666666666,4
all-MiniLM-L6-v2,coreset,1150_slides.pdf,0.05,5%,7,0.1008918730043456,0.15343539856477748,0.3333333333333333,4
all-MiniLM-L6-v2,coreset,1150_slides.pdf,0.1,10%,14,0.21401856739559036,0.3454781075311157,0.6666666666666666,6
all-MiniLM-L6-v2,coreset,1150_slides.pdf,0.2,20%,28,0.6157955121604756,0.5923283041739111,0.6666666666666666,7
all-MiniLM-L6-v2,coreset,1150_slides.pdf,0.5,50%,70,0.7285970506109537,0.6538156004389485,0.6666666666666666,8
all-MiniLM-L6-v2,coreset,1155_slides.pdf,1.0,100%,142,0.4941518084040389,0.44265362041964434,1.0,6
all-MiniLM-L6-v2,coreset,1155_slides.pdf,0.03,3%,4,0.06366609888991796,0.05902958824615506,0.16666666666666666,4
all-MiniLM-L6-v2,coreset,1155_slides.pdf,0.05,5%,7,0.28164695012748053,0.25388244298672297,0.3333333333333333,5
all-MiniLM-L6-v2,coreset,1155_slides.pdf,0.1,10%,14,0.40638511755180795,0.4364044809649519,0.5,5
all-MiniLM-L6-v2,coreset,1155_slides.pdf,0.2,20%,28,0.5498854748702129,0.3923837292546509,0.5,5
all-MiniLM-L6-v2,coreset,1155_slides.pdf,0.5,50%,71,0.4941518084040389,0.44265362041964434,1.0,6
all-MiniLM-L6-v2,coreset,1095_slides.pdf,1.0,100%,201,0.4815206782899985,0.4725891798262767,1.0,6
all-MiniLM-L6-v2,coreset,1095_slides.pdf,0.03,3%,6,0.06024679773974667,0.13330938996922106,0.16666666666666666,6
all-MiniLM-L6-v2,coreset,1095_slides.pdf,0.05,5%,10,0.4779095589967529,0.5366128136111611,0.16666666666666666,5
all-MiniLM-L6-v2,coreset,1095_slides.pdf,0.1,10%,20,0.6000818363768107,0.6446230985422505,0.3333333333333333,6
all-MiniLM-L6-v2,coreset,1095_slides.pdf,0.2,20%,40,0.4459852855636339,0.4876211163223706,0.5,5
all-MiniLM-L6-v2,coreset,1095_slides.pdf,0.5,50%,100,0.46983851705204316,0.4903651171868047,0.8333333333333334,6
all-MiniLM-L6-v2,coreset,1161_slides.pdf,1.0,100%,191,0.5294625921903536,0.6707272855615657,1.0,5
all-MiniLM-L6-v2,coreset,1161_slides.pdf,0.03,3%,5,0.25915388969347186,0.24195424156413683,0.2,5
all-MiniLM-L6-v2,coreset,1161_slides.pdf,0.05,5%,9,0.27231799945158414,0.2927488769533399,0.2,6
all-MiniLM-L6-v2,coreset,1161_slides.pdf,0.1,10%,19,0.4162347631507684,0.5495622027567033,0.4,6
all-MiniLM-L6-v2,coreset,1161_slides.pdf,0.2,20%,38,0.48475286087438835,0.5623169499838118,0.4,6
all-MiniLM-L6-v2,coreset,1161_slides.pdf,0.5,50%,95,0.5294625921903536,0.6707272855615657,1.0,5
all-MiniLM-L6-v2,coreset,1174_slides.pdf,1.0,100%,88,0.45443141959401495,0.5685630641130022,1.0,6
all-MiniLM-L6-v2,coreset,1174_slides.pdf,0.03,3%,2,0.2710863407709215,0.1961553058012166,0.16666666666666666,2
all-MiniLM-L6-v2,coreset,1174_slides.pdf,0.05,5%,4,0.4183315087638556,0.4149711517576629,0.16666666666666666,4
all-MiniLM-L6-v2,coreset,1174_slides.pdf,0.1,10%,8,0.7323212753825251,0.727143173485011,0.16666666666666666,5
all-MiniLM-L6-v2,coreset,1174_slides.pdf,0.2,20%,17,0.8083240976841222,0.6496341242671726,0.16666666666666666,5
all-MiniLM-L6-v2,coreset,1174_slides.pdf,0.5,50%,44,0.5958409122057776,0.7541064392851486,0.6666666666666666,6
all-MiniLM-L6-v2,coreset,1193_slides.pdf,1.0,100%,195,0.5639953762760069,0.5930435002063128,1.0,5
all-MiniLM-L6-v2,coreset,1193_slides.pdf,0.03,3%,5,0.39735721662903273,0.4836174250563166,0.2,5
all-MiniLM-L6-v2,coreset,1193_slides.pdf,0.05,5%,9,0.5552695422872092,0.588711382227937,0.2,6
all-MiniLM-L6-v2,coreset,1193_slides.pdf,0.1,10%,19,0.6300416463921233,0.5174122845115269,0.2,5
all-MiniLM-L6-v2,coreset,1193_slides.pdf,0.2,20%,39,0.5123076192495012,0.5778543757661526,0.4,5
all-MiniLM-L6-v2,coreset,1193_slides.pdf,0.5,50%,97,0.4714475696279479,0.5771479680214163,0.6,5
all-MiniLM-L6-v2,coreset,1175_slides.pdf,1.0,100%,97,0.5056849377349014,0.6767781014120405,1.0,6
all-MiniLM-L6-v2,coreset,1175_slides.pdf,0.03,3%,2,0.3769241344371893,0.5097375811461858,0.16666666666666666,2
all-MiniLM-L6-v2,coreset,1175_slides.pdf,0.05,5%,4,0.47975020350901504,0.6706221597946124,0.16666666666666666,4
all-MiniLM-L6-v2,coreset,1175_slides.pdf,0.1,10%,9,0.5232860860453435,0.7005948631479498,0.3333333333333333,5
all-MiniLM-L6-v2,coreset,1175_slides.pdf,0.2,20%,19,0.5159270160382424,0.6776918438454946,0.5,5
all-MiniLM-L6-v2,coreset,1175_slides.pdf,0.5,50%,48,0.4950419033721877,0.6635073155080015,0.6666666666666666,6
all-MiniLM-L6-v2,coreset,1195_slides.pdf,1.0,100%,205,0.601693202348812,0.4106438163575091,1.0,5
all-MiniLM-L6-v2,coreset,1195_slides.pdf,0.03,3%,6,0.3576510239631573,0.3489777112647812,0.2,6
all-MiniLM-L6-v2,coreset,1195_slides.pdf,0.05,5%,10,0.42749660556650404,0.4784659326960712,0.2,6
all-MiniLM-L6-v2,coreset,1195_slides.pdf,0.1,10%,20,0.6497339057665118,0.48687896851623064,0.4,5
all-MiniLM-L6-v2,coreset,1195_slides.pdf,0.2,20%,41,0.6497339057665118,0.5059640030465876,0.8,6
all-MiniLM-L6-v2,coreset,1195_slides.pdf,0.5,50%,102,0.601693202348812,0.4106438163575091,1.0,5
all-MiniLM-L6-v2,coreset,1167_slides.pdf,1.0,100%,239,0.5754787990822942,0.6738633409074799,1.0,6
all-MiniLM-L6-v2,coreset,1167_slides.pdf,0.03,3%,7,0.4654816362166735,0.3737946107993917,0.16666666666666666,5
all-MiniLM-L6-v2,coreset,1167_slides.pdf,0.05,5%,11,0.4280409195241347,0.379081848121957,0.16666666666666666,4
all-MiniLM-L6-v2,coreset,1167_slides.pdf,0.1,10%,23,0.5144984881678957,0.7077123348984155,0.16666666666666666,4
all-MiniLM-L6-v2,coreset,1167_slides.pdf,0.2,20%,47,0.42011674572849306,0.5798961425308512,0.16666666666666666,4
all-MiniLM-L6-v2,coreset,1167_slides.pdf,0.5,50%,119,0.5320887213197325,0.5440697005118761,0.3333333333333333,7
all-MiniLM-L6-v2,coreset,1121_slides.pdf,1.0,100%,185,0.544091377894665,0.4498168450662067,1.0,5
all-MiniLM-L6-v2,coreset,1121_slides.pdf,0.03,3%,5,0.25012993393806765,0.311059293485988,0.2,4
all-MiniLM-L6-v2,coreset,1121_slides.pdf,0.05,5%,9,0.4240415737315478,0.5071110468289647,0.2,5
all-MiniLM-L6-v2,coreset,1121_slides.pdf,0.1,10%,18,0.33753177829736536,0.4285067815407821,0.2,5
all-MiniLM-L6-v2,coreset,1121_slides.pdf,0.2,20%,37,0.5568278271465769,0.6144875507102885,0.2,5
all-MiniLM-L6-v2,coreset,1121_slides.pdf,0.5,50%,92,0.5967072119361773,0.48973811517689164,0.8,5
all-MiniLM-L6-v2,coreset,1202_slides.pdf,1.0,100%,93,0.587307059429545,0.5478399077800025,1.0,6
all-MiniLM-L6-v2,coreset,1202_slides.pdf,0.03,3%,2,0.30412923020303473,0.2927511534115153,0.3333333333333333,2
all-MiniLM-L6-v2,coreset,1202_slides.pdf,0.05,5%,4,0.559079981498485,0.4909879484037315,0.3333333333333333,4
all-MiniLM-L6-v2,coreset,1202_slides.pdf,0.1,10%,9,0.5955789140311709,0.5915532380720407,0.5,6
all-MiniLM-L6-v2,coreset,1202_slides.pdf,0.2,20%,18,0.8343839014287351,0.7454660232275196,0.5,6
all-MiniLM-L6-v2,coreset,1202_slides.pdf,0.5,50%,46,0.5914651434837551,0.6428989496139164,0.8333333333333334,6
all-MiniLM-L6-v2,coreset,1178_slides.pdf,1.0,100%,132,0.5622495827236429,0.604083315899758,1.0,7
all-MiniLM-L6-v2,coreset,1178_slides.pdf,0.03,3%,3,0.16598129986541849,0.2813731118957083,0.14285714285714285,3
all-MiniLM-L6-v2,coreset,1178_slides.pdf,0.05,5%,6,0.1873622982604511,0.29744291968566505,0.14285714285714285,5
all-MiniLM-L6-v2,coreset,1178_slides.pdf,0.1,10%,13,0.6045626945944429,0.7756250202158623,0.2857142857142857,5
all-MiniLM-L6-v2,coreset,1178_slides.pdf,0.2,20%,26,0.543888502110596,0.5959217275728599,0.5714285714285714,5
all-MiniLM-L6-v2,coreset,1178_slides.pdf,0.5,50%,66,0.6635640438764763,0.5304357287032505,0.5714285714285714,6
all-MiniLM-L6-v2,coreset,1225_slides.pdf,1.0,100%,125,0.697778244589544,0.592307762717691,1.0,7
all-MiniLM-L6-v2,coreset,1225_slides.pdf,0.03,3%,3,0.4285222242423628,0.3010847763889062,0.14285714285714285,3
all-MiniLM-L6-v2,coreset,1225_slides.pdf,0.05,5%,6,0.752712838522592,0.4524718815994393,0.14285714285714285,6
all-MiniLM-L6-v2,coreset,1225_slides.pdf,0.1,10%,12,0.8839740754712657,0.6518914553655163,0.14285714285714285,5
all-MiniLM-L6-v2,coreset,1225_slides.pdf,0.2,20%,25,0.7425946135107495,0.6952950696856774,0.2857142857142857,6
all-MiniLM-L6-v2,coreset,1225_slides.pdf,0.5,50%,62,0.6380791514273852,0.5832259367661417,0.8571428571428571,6
all-MiniLM-L6-v2,coreset,1228_slides.pdf,1.0,100%,143,0.306972020766132,0.3998831244090519,1.0,5
all-MiniLM-L6-v2,coreset,1228_slides.pdf,0.03,3%,4,0.19527323125011262,0.2090479439047169,0.4,4
all-MiniLM-L6-v2,coreset,1228_slides.pdf,0.05,5%,7,0.2248477352367316,0.2228641746133928,0.6,4
all-MiniLM-L6-v2,coreset,1228_slides.pdf,0.1,10%,14,0.2334445633067231,0.23875559965601503,0.6,6
all-MiniLM-L6-v2,coreset,1228_slides.pdf,0.2,20%,28,0.5676455275655822,0.5988359590770517,0.6,5
all-MiniLM-L6-v2,coreset,1228_slides.pdf,0.5,50%,71,0.40388413166736836,0.4618351138328551,0.6,5
all-MiniLM-L6-v2,coreset,1200_slides.pdf,1.0,100%,96,0.7196249757718399,0.6819964488987438,1.0,7
all-MiniLM-L6-v2,coreset,1200_slides.pdf,0.03,3%,2,0.2197646407309982,0.26813486193380587,0.2857142857142857,2
all-MiniLM-L6-v2,coreset,1200_slides.pdf,0.05,5%,4,0.26413108126817114,0.3179039024621143,0.42857142857142855,4
all-MiniLM-L6-v2,coreset,1200_slides.pdf,0.1,10%,9,0.4662410632701094,0.6391272617968051,0.42857142857142855,6
all-MiniLM-L6-v2,coreset,1200_slides.pdf,0.2,20%,19,0.8431920254741797,0.727686383325085,0.5714285714285714,5
all-MiniLM-L6-v2,coreset,1200_slides.pdf,0.5,50%,48,0.7024926484840094,0.6561337692916032,0.8571428571428571,6
all-MiniLM-L6-v2,coreset,1231_slides.pdf,1.0,100%,135,0.7042719752459236,0.6916074016358463,1.0,7
all-MiniLM-L6-v2,coreset,1231_slides.pdf,0.03,3%,4,0.42892594862640426,0.4578890153774559,0.14285714285714285,4
all-MiniLM-L6-v2,coreset,1231_slides.pdf,0.05,5%,6,0.4828066604770082,0.4932274107514248,0.14285714285714285,5
all-MiniLM-L6-v2,coreset,1231_slides.pdf,0.1,10%,13,0.5566562043493104,0.5979951022267007,0.42857142857142855,6
all-MiniLM-L6-v2,coreset,1231_slides.pdf,0.2,20%,27,0.7189598276067598,0.7478886553146756,0.5714285714285714,7
all-MiniLM-L6-v2,coreset,1231_slides.pdf,0.5,50%,67,0.5463054746005385,0.5507924750846396,0.8571428571428571,6
all-MiniLM-L6-v2,coreset,1201_slides.pdf,1.0,100%,156,0.5607595670933622,0.5648327741409804,1.0,5
all-MiniLM-L6-v2,coreset,1201_slides.pdf,0.03,3%,4,0.6998588996959452,0.7067833006960825,0.2,4
all-MiniLM-L6-v2,coreset,1201_slides.pdf,0.05,5%,7,0.7573157632766139,0.8093893706375895,0.2,5
all-MiniLM-L6-v2,coreset,1201_slides.pdf,0.1,10%,15,0.6517119868715424,0.6249761910148022,0.4,5
all-MiniLM-L6-v2,coreset,1201_slides.pdf,0.2,20%,31,0.6517119868715424,0.6078882998172727,0.4,5
all-MiniLM-L6-v2,coreset,1201_slides.pdf,0.5,50%,78,0.6483842032178359,0.6453952981559488,0.6,5
all-MiniLM-L6-v2,coreset,1217_slides.pdf,1.0,100%,174,0.5772214033441976,0.5420043787577931,1.0,6
all-MiniLM-L6-v2,coreset,1217_slides.pdf,0.03,3%,5,0.4513412969703125,0.44364094834332024,0.3333333333333333,5
all-MiniLM-L6-v2,coreset,1217_slides.pdf,0.05,5%,8,0.47388859256474175,0.5044080113524592,0.3333333333333333,5
all-MiniLM-L6-v2,coreset,1217_slides.pdf,0.1,10%,17,0.5706507246728807,0.6180021495442412,0.3333333333333333,5
all-MiniLM-L6-v2,coreset,1217_slides.pdf,0.2,20%,34,0.5345765909951876,0.5334670109437714,0.5,6
all-MiniLM-L6-v2,coreset,1217_slides.pdf,0.5,50%,87,0.49650569168417014,0.5062518547133696,0.8333333333333334,6
all-MiniLM-L6-v2,coreset,1224_slides.pdf,1.0,100%,96,0.6486106327481265,0.6262385307865292,1.0,6
all-MiniLM-L6-v2,coreset,1224_slides.pdf,0.03,3%,2,0.33275072589971183,0.5372431311395041,0.16666666666666666,2
all-MiniLM-L6-v2,coreset,1224_slides.pdf,0.05,5%,4,0.5870548942026119,0.7456389083067341,0.16666666666666666,4
all-MiniLM-L6-v2,coreset,1224_slides.pdf,0.1,10%,9,0.7012561012555443,0.7059187311996011,0.16666666666666666,6
all-MiniLM-L6-v2,coreset,1224_slides.pdf,0.2,20%,19,0.6646037901202133,0.6858060521074321,0.3333333333333333,7
all-MiniLM-L6-v2,coreset,1224_slides.pdf,0.5,50%,48,0.6486106327481265,0.709736732699523,0.6666666666666666,6
all-MiniLM-L6-v2,coreset,1264_slides.pdf,1.0,100%,239,0.5102895455769394,0.3900780137407732,1.0,4
all-MiniLM-L6-v2,coreset,1264_slides.pdf,0.03,3%,7,0.11751721282717088,0.15365946522620627,0.5,5
all-MiniLM-L6-v2,coreset,1264_slides.pdf,0.05,5%,11,0.14268432805667638,0.1839967366464703,0.5,4
all-MiniLM-L6-v2,coreset,1264_slides.pdf,0.1,10%,23,0.32230196809210926,0.3333241570219121,0.5,4
all-MiniLM-L6-v2,coreset,1264_slides.pdf,0.2,20%,47,0.6385115540486122,0.489825443261996,0.5,6
all-MiniLM-L6-v2,coreset,1264_slides.pdf,0.5,50%,119,0.6646682689971415,0.5708265567924862,0.75,5
all-MiniLM-L6-v2,coreset,1261_slides.pdf,1.0,100%,204,0.539409684029017,0.4099852541786278,1.0,7
all-MiniLM-L6-v2,coreset,1261_slides.pdf,0.03,3%,6,0.3355295532057764,0.30897385034491553,0.14285714285714285,4
all-MiniLM-L6-v2,coreset,1261_slides.pdf,0.05,5%,10,0.5138865602623525,0.44890086188401784,0.14285714285714285,6
all-MiniLM-L6-v2,coreset,1261_slides.pdf,0.1,10%,20,0.6547678944856836,0.6919564448630405,0.14285714285714285,6
all-MiniLM-L6-v2,coreset,1261_slides.pdf,0.2,20%,40,0.4360349843131354,0.5458137176664334,0.14285714285714285,6
all-MiniLM-L6-v2,coreset,1261_slides.pdf,0.5,50%,102,0.8044213577695501,0.5511166994385042,0.7142857142857143,9
all-MiniLM-L6-v2,coreset,1246_slides.pdf,1.0,100%,216,0.4711925370059047,0.4994964078060292,1.0,6
all-MiniLM-L6-v2,coreset,1246_slides.pdf,0.03,3%,6,0.3312883123380458,0.37731963768689064,0.3333333333333333,4
all-MiniLM-L6-v2,coreset,1246_slides.pdf,0.05,5%,10,0.46197543916628914,0.45783083637451966,0.3333333333333333,6
all-MiniLM-L6-v2,coreset,1246_slides.pdf,0.1,10%,21,0.7100487539096877,0.6123091205401875,0.3333333333333333,7
all-MiniLM-L6-v2,coreset,1246_slides.pdf,0.2,20%,43,0.804921937427356,0.8233327113257716,0.3333333333333333,7
all-MiniLM-L6-v2,coreset,1246_slides.pdf,0.5,50%,108,0.6262018564754198,0.5852289500172874,0.5,6
all-MiniLM-L6-v2,coreset,1248_slides.pdf,1.0,100%,92,0.6477096742801467,0.6617355068648472,1.0,5
all-MiniLM-L6-v2,coreset,1248_slides.pdf,0.03,3%,2,0.14626781262496294,0.10694038198115599,0.2,2
all-MiniLM-L6-v2,coreset,1248_slides.pdf,0.05,5%,4,0.3054161980734024,0.3513815492140651,0.2,4
all-MiniLM-L6-v2,coreset,1248_slides.pdf,0.1,10%,9,0.5756943755704552,0.5429740541027415,0.4,5
all-MiniLM-L6-v2,coreset,1248_slides.pdf,0.2,20%,18,0.5756943755704552,0.5429740541027415,0.4,5
all-MiniLM-L6-v2,coreset,1248_slides.pdf,0.5,50%,46,0.4396539544448166,0.5031941911437677,0.8,5
all-MiniLM-L6-v2,coreset,1279_slides.pdf,1.0,100%,200,0.3627727410650216,0.4490072965110828,1.0,7
all-MiniLM-L6-v2,coreset,1279_slides.pdf,0.03,3%,6,0.1150764351742627,0.12917772295016267,0.14285714285714285,6
all-MiniLM-L6-v2,coreset,1279_slides.pdf,0.05,5%,10,0.16637323271133317,0.20029844913680864,0.14285714285714285,5
all-MiniLM-L6-v2,coreset,1279_slides.pdf,0.1,10%,20,0.4066496885476034,0.5203472106234134,0.42857142857142855,5
all-MiniLM-L6-v2,coreset,1279_slides.pdf,0.2,20%,40,0.6214675749587871,0.663671527970842,0.5714285714285714,6
all-MiniLM-L6-v2,coreset,1279_slides.pdf,0.5,50%,100,0.6264600382292751,0.5896419614382563,0.7142857142857143,7
all-MiniLM-L6-v2,coreset,1235_slides.pdf,1.0,100%,122,0.6771979629341531,0.6041218209468581,1.0,5
all-MiniLM-L6-v2,coreset,1235_slides.pdf,0.03,3%,3,0.12444177789544145,0.21952364358694396,0.2,3
all-MiniLM-L6-v2,coreset,1235_slides.pdf,0.05,5%,6,0.512236416833635,0.5321407061185904,0.2,6
all-MiniLM-L6-v2,coreset,1235_slides.pdf,0.1,10%,12,0.512236416833635,0.5041247057901733,0.4,5
all-MiniLM-L6-v2,coreset,1235_slides.pdf,0.2,20%,24,0.512236416833635,0.5106476782144913,0.6,6
all-MiniLM-L6-v2,coreset,1235_slides.pdf,0.5,50%,61,0.6948662676762627,0.7109049801696156,0.8,6
all-MiniLM-L6-v2,coreset,1282_slides.pdf,1.0,100%,125,0.4523188413133188,0.4545031396908021,1.0,6
all-MiniLM-L6-v2,coreset,1282_slides.pdf,0.03,3%,3,0.05990662631439419,0.14081821269647044,0.16666666666666666,3
all-MiniLM-L6-v2,coreset,1282_slides.pdf,0.05,5%,6,0.2182831545242117,0.2670686822474402,0.16666666666666666,5
all-MiniLM-L6-v2,coreset,1282_slides.pdf,0.1,10%,12,0.358357776849432,0.4379695801275438,0.3333333333333333,4
all-MiniLM-L6-v2,coreset,1282_slides.pdf,0.2,20%,25,0.2067518246907353,0.22692547230573448,0.5,6
all-MiniLM-L6-v2,coreset,1282_slides.pdf,0.5,50%,62,0.2884440107752954,0.37217957539724383,0.8333333333333334,6
all-MiniLM-L6-v2,coreset,1250_slides.pdf,1.0,100%,94,0.5949514750994247,0.6445247171534122,1.0,4
all-MiniLM-L6-v2,coreset,1250_slides.pdf,0.03,3%,2,0.012254044286287685,0.057647993745637505,0.25,2
all-MiniLM-L6-v2,coreset,1250_slides.pdf,0.05,5%,4,0.012254044286287685,0.057647993745637505,0.25,4
all-MiniLM-L6-v2,coreset,1250_slides.pdf,0.1,10%,9,0.22401618287749892,0.2952008857287461,0.5,5
all-MiniLM-L6-v2,coreset,1250_slides.pdf,0.2,20%,18,0.851770590508676,0.546479677151878,0.75,5
all-MiniLM-L6-v2,coreset,1250_slides.pdf,0.5,50%,47,0.5949514750994247,0.6445247171534122,1.0,4
all-MiniLM-L6-v2,coreset,1293_slides.pdf,1.0,100%,217,0.28460539776451765,0.4083156744985483,1.0,5
all-MiniLM-L6-v2,coreset,1293_slides.pdf,0.03,3%,6,0.08121459995983202,0.10970867442820535,0.2,5
all-MiniLM-L6-v2,coreset,1293_slides.pdf,0.05,5%,10,0.08121461429734651,0.10970869117402662,0.2,6
all-MiniLM-L6-v2,coreset,1293_slides.pdf,0.1,10%,21,0.08121459995983202,0.10970867442820535,0.2,5
all-MiniLM-L6-v2,coreset,1293_slides.pdf,0.2,20%,43,0.5175135033579032,0.4221367888971706,0.4,5
all-MiniLM-L6-v2,coreset,1293_slides.pdf,0.5,50%,108,0.28460539776451765,0.4083156744985483,1.0,5
all-MiniLM-L6-v2,coreset,1305_slides.pdf,1.0,100%,172,0.4935074946385564,0.5709383916125764,1.0,5
all-MiniLM-L6-v2,coreset,1305_slides.pdf,0.03,3%,5,0.09431729115177935,0.08756267383018389,0.2,5
all-MiniLM-L6-v2,coreset,1305_slides.pdf,0.05,5%,8,0.09431729115177935,0.08756267383018389,0.2,6
all-MiniLM-L6-v2,coreset,1305_slides.pdf,0.1,10%,17,0.4270298259121459,0.44838758734085077,0.2,4
all-MiniLM-L6-v2,coreset,1305_slides.pdf,0.2,20%,34,0.5296910004798157,0.5176991796497772,0.4,5
all-MiniLM-L6-v2,coreset,1305_slides.pdf,0.5,50%,86,0.5920159582478673,0.6284516561237895,0.8,7
all-MiniLM-L6-v2,coreset,1278_slides.pdf,1.0,100%,226,0.5826125582787121,0.6903442127550548,1.0,8
all-MiniLM-L6-v2,coreset,1278_slides.pdf,0.03,3%,6,0.3970962322775324,0.4625772601436829,0.375,6
all-MiniLM-L6-v2,coreset,1278_slides.pdf,0.05,5%,11,0.42324281431027266,0.4935354680599701,0.375,6
all-MiniLM-L6-v2,coreset,1278_slides.pdf,0.1,10%,22,0.4463983473958613,0.5176303510918339,0.5,7
all-MiniLM-L6-v2,coreset,1278_slides.pdf,0.2,20%,45,0.40716422604344354,0.47432370889699504,0.625,6
all-MiniLM-L6-v2,coreset,1278_slides.pdf,0.5,50%,113,0.4362910090718068,0.4980210142165003,0.625,7
all-MiniLM-L6-v2,coreset,1294_slides.pdf,1.0,100%,227,0.3515280558962065,0.3736253610304536,1.0,5
all-MiniLM-L6-v2,coreset,1294_slides.pdf,0.03,3%,6,0.07581886194014609,0.08911329008208202,0.2,4
all-MiniLM-L6-v2,coreset,1294_slides.pdf,0.05,5%,11,0.392081041692953,0.4142639590264018,0.4,6
all-MiniLM-L6-v2,coreset,1294_slides.pdf,0.1,10%,22,0.2891705978946107,0.2744040389531118,0.4,4
all-MiniLM-L6-v2,coreset,1294_slides.pdf,0.2,20%,45,0.35604083628269984,0.4118471122117511,0.4,5
all-MiniLM-L6-v2,coreset,1294_slides.pdf,0.5,50%,113,0.33049991989281524,0.4172968814806566,0.8,5
all-MiniLM-L6-v2,coreset,1315_slides.pdf,1.0,100%,198,0.5507868956014047,0.584974903080306,1.0,6
all-MiniLM-L6-v2,coreset,1315_slides.pdf,0.03,3%,5,0.12856330646034872,0.11746713041338144,0.3333333333333333,4
all-MiniLM-L6-v2,coreset,1315_slides.pdf,0.05,5%,9,0.16729124429953401,0.296633670834132,0.3333333333333333,5
