budget,model,prior_method,strategy,objective,solver,config,avg_decision_coverage,avg_density_phi,decision_D1_coverage,decision_D2_coverage,decision_D3_coverage,decision_D4_coverage,decision_D5_coverage,global_gr_coverage,redundancy_score,semantic_volume
250,NovaSearch/stella_en_1.5B_v5,coreset,prior,graphcut,topk,prior/graphcut/topk,0.36009661193969006,0.11500162316732249,0.35137796943158855,0.36213543157584105,0.3549579875470402,0.34645785949768454,0.3780138655745816,0.3229895886743818,0.2908428097670933,-1.478449993866942
250,NovaSearch/stella_en_1.5B_v5,coreset,prior,fl,topk,prior/fl/topk,0.36009661193969006,0.11500162316732249,0.35137796943158855,0.36213543157584105,0.3549579875470402,0.34645785949768454,0.3780138655745816,0.3229895886743818,0.2908428097670933,-1.478449993866942
250,all-MiniLM-L6-v2,coreset,prior,mmr,greedy,prior/mmr/greedy,0.3357262364568023,0.12100265090757946,0.33085976331982175,0.32668320609686485,0.36772838241928324,0.34848041934887636,0.28875478805668886,0.3278637119201853,-0.007659340873530864,-0.004803332353895725
250,all-MiniLM-L6-v2,coreset,prior,graphcut,greedy,prior/graphcut/greedy,0.33434668961969843,0.12093998902951772,0.32957741756610553,0.32462105204248193,0.36779392480637607,0.34848041934887636,0.28875478805668886,0.32593388126468453,-0.007949674797309167,-0.004901285712490545
250,all-MiniLM-L6-v2,coreset,prior,fl,greedy,prior/fl/greedy,0.6384705052839803,0.07425131051326697,0.6538978589428823,0.6316868035095299,0.6144835345697005,0.5719324386081176,0.6087506007793225,0.6571384495734105,0.2579512994490423,-0.16546826322087058
250,all-MiniLM-L6-v2,coreset,prior,mmr,cost_norm,prior/mmr/cost_norm,0.4508866531378356,0.09724090663048457,0.45183422890997715,0.4509336202202036,0.450387174541723,0.43141115909849265,0.28875478805668886,0.4517326530370457,0.014067416430235718,-0.016359703520284916
250,all-MiniLM-L6-v2,coreset,prior,graphcut,cost_norm,prior/graphcut/cost_norm,0.4448864327995673,0.09656304860803878,0.4440536234058989,0.44675166560340246,0.44714963156811915,0.4274407608243678,0.28875478805668886,0.4466152622470422,0.010893037085825542,-0.01724109256292864
250,all-MiniLM-L6-v2,coreset,prior,fl,cost_norm,prior/fl/cost_norm,0.6577493918119239,0.07236739448359553,0.6644647837929749,0.6544327721190998,0.6474906661952768,0.6257870752732362,0.5561969523673795,0.6744568393440252,0.282266503766636,-0.34050325530950193
250,all-MiniLM-L6-v2,coreset,prior,dpp,dpp,prior/dpp/dpp,0.2731100450270215,0.13569431049081515,0.2750010681970383,0.268025163781067,0.2909419619482702,0.3196647050300143,0.2470624981367661,0.25728152735938803,0.09984621772199939,-0.03681862749178858
250,all-MiniLM-L6-v2,coreset,prior,mmr,topk,prior/mmr/topk,0.2403134117502954,0.1382700918628922,0.23738522566287243,0.2404113441432895,0.25092723732086475,0.27504216382554236,0.2470624981367661,0.22526519221431582,0.23173337315762732,-1.8068187780430658
250,all-MiniLM-L6-v2,coreset,prior,graphcut,topk,prior/graphcut/topk,0.2403134117502954,0.1382700918628922,0.23738522566287243,0.2404113441432895,0.25092723732086475,0.27504216382554236,0.2470624981367661,0.22526519221431582,0.23173337315762732,-1.8068187780430658
250,all-MiniLM-L6-v2,coreset,prior,fl,topk,prior/fl/topk,0.2403134117502954,0.1382700918628922,0.23738522566287243,0.2404113441432895,0.25092723732086475,0.27504216382554236,0.2470624981367661,0.22526519221431582,0.23173337315762732,-1.8068187780430658
250,google/embeddinggemma-300m,coreset,prior,mmr,greedy,prior/mmr/greedy,0.5131995540071835,0.09189494766013802,0.5115132425564015,0.507938006194307,0.511300991033929,0.5326241213840627,0.5680453940102395,0.4873330380080886,0.10257546361623648,-0.02223115479200704
250,google/embeddinggemma-300m,coreset,prior,graphcut,greedy,prior/graphcut/greedy,0.5118185842172839,0.09185015100915477,0.509624513475648,0.5070335183405832,0.5112615327697733,0.5332270526675467,0.5680453940102395,0.48620277613768403,0.10191792264176568,-0.021862696467701746
250,google/embeddinggemma-300m,coreset,prior,fl,greedy,prior/fl/greedy,0.716432778421597,0.06444147978645731,0.7195624368574105,0.7087587942239901,0.7050845200942443,0.6987344560344984,0.7187523713116982,0.7086721320418484,0.2982239512340078,-0.1828067619530675
250,google/embeddinggemma-300m,coreset,prior,mmr,cost_norm,prior/mmr/cost_norm,0.5652929472270793,0.0765619690371853,0.5607477457290805,0.5727559057433832,0.5433095413182931,0.567312363623246,0.47348462621983345,0.5420128492106984,0.1434907428656687,-0.03584634883022858
250,google/embeddinggemma-300m,coreset,prior,graphcut,cost_norm,prior/graphcut/cost_norm,0.5638495854195215,0.0765205761066304,0.5600760073704032,0.5700453638996953,0.5435835245010854,0.567312363623246,0.47348462621983345,0.5404303707792614,0.14309306018370785,-0.03581317800194912
250,google/embeddinggemma-300m,coreset,prior,fl,cost_norm,prior/fl/cost_norm,0.7248356924389343,0.061338918810745456,0.7264288436915829,0.7194836001026516,0.7120913675846693,0.7039979796603201,0.6723099404874368,0.7158594355368079,0.371698861063089,-0.45114590178401964
250,google/embeddinggemma-300m,coreset,prior,dpp,dpp,prior/dpp/dpp,0.5071629207604008,0.09981650335468212,0.502432879471654,0.504975806248545,0.5093970779424918,0.532881966816592,0.537581904658037,0.47370271381933643,0.1795002706348896,-0.06625605573428117
250,google/embeddinggemma-300m,coreset,prior,mmr,topk,prior/mmr/topk,0.497433398719574,0.10061044855711032,0.49364599165728734,0.4943129568076672,0.4950746939043416,0.5244882600558332,0.537581904658037,0.46164556872275664,0.24804482732038452,-0.8618960404827084
250,google/embeddinggemma-300m,coreset,prior,graphcut,topk,prior/graphcut/topk,0.497433398719574,0.10061044855711032,0.49364599165728734,0.4943129568076672,0.4950746939043416,0.5244882600558332,0.537581904658037,0.46164556872275664,0.24804482732038452,-0.8618960404827084
